,ClientId,# of Orders Placed,# Different products (SKUs) purchased,# of Items Purchased,Max Orders for one SKU,Total Value of all Orders Placed,City,State,Country,FirstYmd,LastYmd,Firsthm,Lasthm,totaldays
28428,38807.0,1,1,1,1,13.99,BROOKLYN,NY,US,2019-04-14,2019-04-14,14:21,14:21,0 days 00:00:00.000000000
28429,38808.0,1,1,1,1,29.99,paradise,MT,US,2019-04-14,2019-04-14,13:34,13:34,0 days 00:00:00.000000000
28430,38809.0,1,1,1,1,12.75,MILTON,FL,US,2019-04-16,2019-04-16,2:54,2:54,0 days 00:00:00.000000000
28431,38810.0,1,1,1,1,12.75,LITTLE ROCK,AR,US,2019-04-16,2019-04-16,9:27,9:27,0 days 00:00:00.000000000
28432,38811.0,1,1,1,1,12.75,Green Lane,PA,US,2019-04-16,2019-04-16,9:14,9:14,0 days 00:00:00.000000000
28433,38812.0,1,1,1,1,13.99,BAY SHORE,NY,US,2019-04-15,2019-04-15,20:02,20:02,0 days 00:00:00.000000000
28434,38813.0,1,1,1,1,12.75,MADISON,WI,US,2019-04-16,2019-04-16,11:18,11:18,0 days 00:00:00.000000000
28435,38814.0,1,1,1,1,13.99,SPANAWAY,WA,US,2019-04-10,2019-04-10,17:28,17:28,0 days 00:00:00.000000000
28436,38815.0,1,1,1,1,12.75,GREENACRES,FL,US,2019-04-13,2019-04-13,17:26,17:26,0 days 00:00:00.000000000
28437,38816.0,1,1,1,1,12.75,BROOKLYN,NY,US,2019-04-16,2019-04-16,8:35,8:35,0 days 00:00:00.000000000
28438,38817.0,3,1,3,3,36.25,West Bend,WI,US,2019-04-15,2019-08-02,10:50,4:07,109 days 00:00:00.000000000
28439,38818.0,1,1,1,1,12.75,PROVIDENCE,RI,US,2019-04-15,2019-04-15,22:34,22:34,0 days 00:00:00.000000000
28440,38819.0,1,1,1,1,12.75,Sandy Hook,CT,US,2019-04-16,2019-04-16,6:28,6:28,0 days 00:00:00.000000000
28441,38820.0,1,1,1,1,12.75,CHESTNUT HILL,MA,US,2019-04-16,2019-04-16,6:53,6:53,0 days 00:00:00.000000000
28442,38821.0,1,1,1,1,12.75,ALBUQUERQUE,NM,US,2019-04-16,2019-04-16,12:09,12:09,0 days 00:00:00.000000000
28443,38822.0,1,1,1,1,12.75,CEDAR FALLS,IA,US,2019-04-16,2019-04-16,9:48,9:48,0 days 00:00:00.000000000
28444,38823.0,1,1,1,1,12.75,St. Clair,MO,US,2019-04-16,2019-04-16,9:49,9:49,0 days 00:00:00.000000000
28445,38824.0,1,1,1,1,12.75,LONG BEACH,NY,US,2019-04-15,2019-04-15,19:53,19:53,0 days 00:00:00.000000000
28446,38826.0,1,1,1,1,13.99,GLEN BURNIE,MD,US,2019-04-15,2019-04-15,18:15,18:15,0 days 00:00:00.000000000
28447,38827.0,1,1,1,1,12.75,MORRISVILLE,NC,US,2019-04-16,2019-04-16,7:08,7:08,0 days 00:00:00.000000000
28448,38828.0,1,1,1,1,12.75,OAKLAND,CA,US,2019-04-15,2019-04-15,20:07,20:07,0 days 00:00:00.000000000
28449,38829.0,1,1,1,1,12.75,Somerville,NJ,US,2019-04-16,2019-04-16,11:13,11:13,0 days 00:00:00.000000000
28450,38830.0,1,1,1,1,12.75,NEWARK,CA,US,2019-04-15,2019-04-15,21:13,21:13,0 days 00:00:00.000000000
28451,38831.0,1,1,1,1,12.75,CARDIFF,CA,US,2019-04-16,2019-04-16,11:50,11:50,0 days 00:00:00.000000000
28452,38832.0,1,1,1,1,12.75,KENLY,NC,US,2019-04-16,2019-04-16,9:22,9:22,0 days 00:00:00.000000000
28453,38833.0,1,1,1,1,12.75,Perryville,MD,US,2019-04-16,2019-04-16,10:54,10:54,0 days 00:00:00.000000000
28454,38834.0,1,1,1,1,12.75,CHICAGO,IL,US,2019-04-16,2019-04-16,11:36,11:36,0 days 00:00:00.000000000
28455,38835.0,1,1,1,1,12.75,CHICAGO,IL,US,2019-04-16,2019-04-16,8:57,8:57,0 days 00:00:00.000000000
28456,38836.0,1,1,1,1,12.75,Weehawken,NJ,US,2019-04-16,2019-04-16,10:32,10:32,0 days 00:00:00.000000000
28457,38837.0,1,1,1,1,12.75,AUSTIN,TX,US,2019-04-16,2019-04-16,11:26,11:26,0 days 00:00:00.000000000
28458,38838.0,1,1,1,1,13.99,BELMONT,CA,US,2019-04-15,2019-04-15,15:43,15:43,0 days 00:00:00.000000000
28459,38839.0,1,1,1,1,12.75,SAN FRANCISCO,CA,US,2019-04-12,2019-04-12,10:44,10:44,0 days 00:00:00.000000000
28460,38840.0,1,1,1,1,12.75,ROCKVILLE,MD,US,2019-04-16,2019-04-16,14:21,14:21,0 days 00:00:00.000000000
28461,38841.0,1,1,1,1,13.99,QUEENS VILLAGE,NY,US,2019-04-03,2019-04-03,19:37,19:37,0 days 00:00:00.000000000
28462,38845.0,1,1,1,1,12.75,PALM BEACH GARDENS,FL,US,2019-04-11,2019-04-11,15:48,15:48,0 days 00:00:00.000000000
28463,38846.0,1,1,1,1,13.99,LOUISVILLE,KY,US,2019-04-15,2019-04-15,11:58,11:58,0 days 00:00:00.000000000
28464,38847.0,1,1,1,1,12.75,GERING,NE,US,2019-04-13,2019-04-13,17:08,17:08,0 days 00:00:00.000000000
28465,38848.0,1,1,1,1,12.75,SANTA CLARA,CA,US,2019-04-16,2019-04-16,14:22,14:22,0 days 00:00:00.000000000
28466,38849.0,1,1,1,1,12.75,WEST SACRAMENTO,CA,US,2019-04-16,2019-04-16,15:43,15:43,0 days 00:00:00.000000000
28467,38850.0,1,1,1,1,12.75,PETALUMA,CA,US,2019-04-16,2019-04-16,11:04,11:04,0 days 00:00:00.000000000
28468,38851.0,1,1,1,1,33.79,WOODSTOCK,MD,US,2019-04-15,2019-04-15,17:13,17:13,0 days 00:00:00.000000000
28469,38852.0,1,1,1,1,12.75,REDWOOD CITY,CA,US,2019-04-15,2019-04-15,22:26,22:26,0 days 00:00:00.000000000
28470,38853.0,1,1,1,1,13.99,MOUNTAIN HOUSE,CA,US,2019-04-16,2019-04-16,16:04,16:04,0 days 00:00:00.000000000
28471,38854.0,1,1,1,1,12.75,NEW YORK,NY,US,2019-04-16,2019-04-16,15:58,15:58,0 days 00:00:00.000000000
28472,38855.0,1,1,1,1,12.75,BRANCHBURG,NJ,US,2019-04-15,2019-04-15,19:52,19:52,0 days 00:00:00.000000000
28473,38856.0,1,1,1,1,13.99,LONGVIEW,WA,US,2019-04-16,2019-04-16,15:33,15:33,0 days 00:00:00.000000000
28474,38857.0,1,1,1,1,12.75,SOMERVILLE,MA,US,2019-04-16,2019-04-16,11:24,11:24,0 days 00:00:00.000000000
28475,38858.0,1,1,1,1,12.75,GIG HARBOR,WA,US,2019-04-16,2019-04-16,13:56,13:56,0 days 00:00:00.000000000
28476,38859.0,1,1,1,1,13.99,GARDENA,CA,US,2019-04-16,2019-04-16,12:32,12:32,0 days 00:00:00.000000000
28477,38860.0,1,1,1,1,13.99,Turlock,CA,US,2019-04-16,2019-04-16,3:24,3:24,0 days 00:00:00.000000000
28478,38861.0,1,1,1,1,12.75,LYNNWOOD,WA,US,2019-04-16,2019-04-16,14:49,14:49,0 days 00:00:00.000000000
28479,38862.0,1,1,1,1,33.79,AUSTIN,TX,US,2019-04-16,2019-04-16,15:59,15:59,0 days 00:00:00.000000000
28480,38864.0,1,1,1,1,12.75,Morganville,NJ,US,2019-04-16,2019-04-16,15:51,15:51,0 days 00:00:00.000000000
28481,38865.0,1,1,1,1,12.75,MEMPHIS,TN,US,2019-04-16,2019-04-16,8:46,8:46,0 days 00:00:00.000000000
28482,38867.0,1,1,1,1,33.79,Brimley,MI,US,2019-04-16,2019-04-16,16:39,16:39,0 days 00:00:00.000000000
28483,38868.0,1,1,1,1,12.75,CARMICHAEL,CA,US,2019-04-16,2019-04-16,13:46,13:46,0 days 00:00:00.000000000
28484,38869.0,1,1,1,1,12.75,SANTA MARIA,CA,US,2019-04-15,2019-04-15,21:11,21:11,0 days 00:00:00.000000000
28485,38870.0,1,1,1,1,12.75,ROLLING HILLS ESTATES,CA,US,2019-04-16,2019-04-16,12:20,12:20,0 days 00:00:00.000000000
28486,38872.0,1,1,1,1,12.75,WASHINGTON,DC,US,2019-04-16,2019-04-16,16:47,16:47,0 days 00:00:00.000000000
28487,38873.0,1,1,1,1,12.75,DANIELSON,CT,US,2019-04-16,2019-04-16,12:07,12:07,0 days 00:00:00.000000000
28488,38874.0,1,1,1,1,12.75,BROOKLYN,NY,US,2019-04-16,2019-04-16,12:18,12:18,0 days 00:00:00.000000000
28489,38877.0,1,1,1,1,66.99,CENTENNIAL,CO,US,2019-04-16,2019-04-16,17:13,17:13,0 days 00:00:00.000000000
28490,38878.0,1,1,1,1,12.75,AUSTIN,TX,US,2019-04-16,2019-04-16,17:50,17:50,0 days 00:00:00.000000000
28491,38880.0,1,1,1,1,12.75,AUSTIN,TX,US,2019-04-16,2019-04-16,16:41,16:41,0 days 00:00:00.000000000
28492,38881.0,1,1,1,1,12.75,LOOMIS,CA,US,2019-04-16,2019-04-16,19:49,19:49,0 days 00:00:00.000000000
28493,38882.0,1,1,1,1,13.99,LOS ANGELES,CA,US,2019-04-15,2019-04-15,22:51,22:51,0 days 00:00:00.000000000
28494,38883.0,1,1,1,1,13.99,HAGERSTOWN,MD,US,2019-04-16,2019-04-16,16:40,16:40,0 days 00:00:00.000000000
28495,38884.0,1,1,1,1,12.75,MORGANTOWN,WV,US,2019-04-16,2019-04-16,22:07,22:07,0 days 00:00:00.000000000
28496,38885.0,1,1,1,1,12.75,VISTA,CA,US,2019-04-16,2019-04-16,18:18,18:18,0 days 00:00:00.000000000
28497,38886.0,1,1,1,1,13.99,fremont,CA,US,2019-04-16,2019-04-16,9:03,9:03,0 days 00:00:00.000000000
28498,38887.0,1,1,1,1,12.75,DRAPER,UT,US,2019-04-16,2019-04-16,20:11,20:11,0 days 00:00:00.000000000
28499,38888.0,1,1,1,1,12.75,NEW YORK,NY,US,2019-04-16,2019-04-16,21:40,21:40,0 days 00:00:00.000000000
28500,38889.0,1,1,1,1,33.79,LOS ANGELES,CA,US,2019-04-16,2019-04-16,17:36,17:36,0 days 00:00:00.000000000
28501,38890.0,1,1,1,1,13.99,PALO ALTO,CA,US,2019-04-16,2019-04-16,23:14,23:14,0 days 00:00:00.000000000
28502,38891.0,1,1,1,1,12.75,KAILUA,HI,US,2019-04-16,2019-04-16,21:08,21:08,0 days 00:00:00.000000000
28503,38892.0,1,1,1,1,12.75,PALM DESERT,CA,US,2019-04-16,2019-04-16,13:22,13:22,0 days 00:00:00.000000000
28504,38893.0,1,1,1,1,12.75,Tulsa,OK,US,2019-04-16,2019-04-16,15:05,15:05,0 days 00:00:00.000000000
28505,38894.0,1,1,1,1,12.75,WOODLAND HILLS,CA,US,2019-04-16,2019-04-16,18:02,18:02,0 days 00:00:00.000000000
28506,38895.0,1,1,1,1,12.75,WICKENBURG,AZ,US,2019-04-16,2019-04-16,18:33,18:33,0 days 00:00:00.000000000
28507,38896.0,1,1,1,1,12.75,OAK HILLS,CA,US,2019-04-16,2019-04-16,16:45,16:45,0 days 00:00:00.000000000
28508,38897.0,1,1,1,1,12.75,Birmingham,AL,US,2019-04-16,2019-04-16,13:05,13:05,0 days 00:00:00.000000000
28509,38898.0,1,1,1,1,12.75,CUMMING,GA,US,2019-04-16,2019-04-16,23:38,23:38,0 days 00:00:00.000000000
28510,38900.0,1,1,1,1,12.75,ASTORIA,NY,US,2019-04-16,2019-04-16,17:31,17:31,0 days 00:00:00.000000000
28511,38901.0,1,1,1,1,12.75,McLean,VA,US,2019-04-15,2019-04-15,17:22,17:22,0 days 00:00:00.000000000
28512,38902.0,1,1,1,1,13.99,Durham,NC,US,2019-03-30,2019-03-30,6:19,6:19,0 days 00:00:00.000000000
28513,38903.0,1,1,1,1,13.99,TIETON,WA,US,2019-04-16,2019-04-16,21:32,21:32,0 days 00:00:00.000000000
28514,38904.0,1,1,1,1,12.75,pittsburgh,PA,US,2019-04-16,2019-04-16,16:32,16:32,0 days 00:00:00.000000000
28515,38905.0,1,1,1,1,12.75,YAKIMA,WA,US,2019-04-16,2019-04-16,19:57,19:57,0 days 00:00:00.000000000
28516,38906.0,1,1,1,1,33.79,Elk River,MN,US,2019-04-16,2019-04-16,22:20,22:20,0 days 00:00:00.000000000
28517,38907.0,1,1,1,1,12.75,Hudson,NH,US,2019-04-16,2019-04-16,12:13,12:13,0 days 00:00:00.000000000
28518,38909.0,1,1,1,1,12.75,DEARBORN HEIGHTS,MI,US,2019-04-16,2019-04-16,17:08,17:08,0 days 00:00:00.000000000
28519,38911.0,1,1,1,1,13.99,WILTON MANORS,FL,US,2019-04-16,2019-04-16,18:11,18:11,0 days 00:00:00.000000000
28520,38912.0,1,1,1,1,12.75,GLEN CARBON,IL,US,2019-04-17,2019-04-17,5:10,5:10,0 days 00:00:00.000000000
28521,38913.0,1,1,1,1,12.75,RIO GRANDE,PR,US,2019-04-13,2019-04-13,16:23,16:23,0 days 00:00:00.000000000
28522,38914.0,1,1,1,1,12.75,BRUNSWICK,GA,US,2019-04-16,2019-04-16,13:49,13:49,0 days 00:00:00.000000000
28523,38915.0,1,1,1,1,12.75,LONG BEACH,NY,US,2019-04-16,2019-04-16,17:18,17:18,0 days 00:00:00.000000000
28524,38917.0,1,1,1,1,12.75,HENDERSON,NV,US,2019-04-16,2019-04-16,17:23,17:23,0 days 00:00:00.000000000
28525,38918.0,1,1,1,1,13.99,BUFFALO,NY,US,2019-04-17,2019-04-17,3:31,3:31,0 days 00:00:00.000000000
28526,38920.0,1,1,1,1,12.75,hypoluxo,FL,US,2019-04-17,2019-04-17,5:11,5:11,0 days 00:00:00.000000000
28527,38921.0,1,1,1,1,12.75,Bronx,NY,US,2019-04-16,2019-04-16,11:39,11:39,0 days 00:00:00.000000000
28528,38922.0,1,1,1,1,12.75,SEBASTIAN,FL,US,2019-04-17,2019-04-17,6:25,6:25,0 days 00:00:00.000000000
28529,38923.0,1,1,1,1,13.99,houston,TX,US,2019-04-16,2019-04-16,21:25,21:25,0 days 00:00:00.000000000
28530,38924.0,1,1,1,1,12.75,NEW YORK,NY,US,2019-04-17,2019-04-17,8:00,8:00,0 days 00:00:00.000000000
28531,38926.0,1,1,1,1,12.75,AFTON,WY,US,2019-04-16,2019-04-16,6:27,6:27,0 days 00:00:00.000000000
28532,38927.0,1,1,1,1,13.99,Austin,TX,US,2019-04-16,2019-04-16,10:48,10:48,0 days 00:00:00.000000000
28533,38928.0,1,1,1,1,12.75,RIVERSIDE,CA,US,2019-04-17,2019-04-17,1:37,1:37,0 days 00:00:00.000000000
28534,38929.0,1,1,1,1,12.75,Palmyra,NJ,US,2019-04-17,2019-04-17,7:07,7:07,0 days 00:00:00.000000000
28535,38930.0,1,1,1,1,12.75,ALAMOGORDO,NM,US,2019-04-16,2019-04-16,20:54,20:54,0 days 00:00:00.000000000
28536,38931.0,1,1,1,1,12.75,SAN DIEGO,CA,US,2019-04-16,2019-04-16,21:48,21:48,0 days 00:00:00.000000000
28537,38932.0,1,1,1,1,12.75,BILLERICA,MA,US,2019-04-17,2019-04-17,4:16,4:16,0 days 00:00:00.000000000
28538,38934.0,1,1,1,1,12.75,Suwanee,GA,US,2019-04-17,2019-04-17,8:39,8:39,0 days 00:00:00.000000000
28539,38935.0,1,1,1,1,12.75,NORTH ADAMS,MA,US,2019-04-16,2019-04-16,12:26,12:26,0 days 00:00:00.000000000
28540,38936.0,1,1,1,1,12.75,GALESBURG,IL,US,2019-04-16,2019-04-16,17:29,17:29,0 days 00:00:00.000000000
28541,38937.0,1,1,1,1,12.75,HELPER,UT,US,2019-04-17,2019-04-17,10:04,10:04,0 days 00:00:00.000000000
28542,38938.0,1,1,1,1,33.79,WINONA LAKE,IN,US,2019-04-17,2019-04-17,8:19,8:19,0 days 00:00:00.000000000
28543,38939.0,1,1,2,1,25.5,BLOOMFIELD HILLS,MI,US,2019-04-17,2019-04-17,7:06,7:06,0 days 00:00:00.000000000
28544,38940.0,1,1,1,1,12.75,Middleville,MI,US,2019-04-15,2019-04-15,17:38,17:38,0 days 00:00:00.000000000
28545,38941.0,1,1,1,1,12.75,OAK HARBOR,WA,US,2019-04-17,2019-04-17,11:58,11:58,0 days 00:00:00.000000000
28546,38942.0,1,1,1,1,13.99,GLENS FALLS,NY,US,2019-04-16,2019-04-16,22:30,22:30,0 days 00:00:00.000000000
28547,38943.0,1,1,1,1,13.99,Strubridge,MA,US,2019-04-17,2019-04-17,7:34,7:34,0 days 00:00:00.000000000
28548,38944.0,1,1,1,1,12.75,ENFIELD,CT,US,2019-04-16,2019-04-16,19:01,19:01,0 days 00:00:00.000000000
28549,38945.0,1,1,1,1,33.79,OAKLAND,CA,US,2019-04-16,2019-04-16,17:00,17:00,0 days 00:00:00.000000000
28550,38946.0,2,2,2,1,44.74,CLIFTON,NJ,US,2019-04-17,2019-05-26,10:13,21:51,39 days 00:00:00.000000000
28551,38948.0,1,1,1,1,12.75,PASADENA,CA,US,2019-04-17,2019-04-17,8:51,8:51,0 days 00:00:00.000000000
28552,38949.0,1,1,1,1,12.75,PLANTATION,FL,US,2019-04-16,2019-04-16,20:12,20:12,0 days 00:00:00.000000000
28553,38950.0,1,1,1,1,13.99,Penn Laird,VA,US,2019-04-16,2019-04-16,21:18,21:18,0 days 00:00:00.000000000
28554,38951.0,1,1,1,1,12.75,PARMA,OH,US,2019-04-17,2019-04-17,7:30,7:30,0 days 00:00:00.000000000
28555,38952.0,1,1,1,1,12.75,WIMAUMA,FL,US,2019-04-17,2019-04-17,4:54,4:54,0 days 00:00:00.000000000
28556,38954.0,1,1,1,1,12.75,TRABUCO CANYON,CA,US,2019-04-16,2019-04-16,21:49,21:49,0 days 00:00:00.000000000
28557,38955.0,1,1,1,1,12.75,New York,NY,US,2019-04-16,2019-04-16,18:20,18:20,0 days 00:00:00.000000000
28558,38956.0,1,1,1,1,12.75,Springfield Gardens,NY,US,2019-04-13,2019-04-13,8:24,8:24,0 days 00:00:00.000000000
28559,38957.0,1,1,1,1,12.75,SALINE,MI,US,2019-04-16,2019-04-16,17:01,17:01,0 days 00:00:00.000000000
28560,38958.0,1,1,1,1,13.99,SOUTH WINDSOR,CT,US,2019-04-17,2019-04-17,12:54,12:54,0 days 00:00:00.000000000
28561,38959.0,1,1,1,1,12.75,Lancaster,CA,US,2019-04-17,2019-04-17,5:36,5:36,0 days 00:00:00.000000000
28562,38960.0,1,1,1,1,12.75,HOLLADAY,UT,US,2019-04-17,2019-04-17,7:36,7:36,0 days 00:00:00.000000000
28563,38961.0,1,1,1,1,12.75,DELRAN,NJ,US,2019-04-17,2019-04-17,14:16,14:16,0 days 00:00:00.000000000
28564,38962.0,2,1,2,2,25.5,SAN JOSE,CA,US,2019-04-17,2019-04-23,2:49,23:17,6 days 00:00:00.000000000
28565,38963.0,1,1,1,1,12.75,San Anselmo,CA,US,2019-04-17,2019-04-17,10:12,10:12,0 days 00:00:00.000000000
28566,38964.0,1,1,1,1,12.75,CAMBY,IN,US,2019-04-09,2019-04-09,20:57,20:57,0 days 00:00:00.000000000
28567,38965.0,1,1,1,1,12.75,SAN TAN VALLEY,AZ,US,2019-04-17,2019-04-17,11:57,11:57,0 days 00:00:00.000000000
28568,38966.0,1,1,1,1,33.79,SAN JUAN CAPISTRANO,CA,US,2019-04-17,2019-04-17,11:04,11:04,0 days 00:00:00.000000000
28569,38967.0,1,1,1,1,33.79,SCOTTSDALE,AZ,US,2019-04-17,2019-04-17,13:39,13:39,0 days 00:00:00.000000000
28570,38968.0,1,1,1,1,13.99,Hulmeville,PA,US,2019-04-17,2019-04-17,3:53,3:53,0 days 00:00:00.000000000
28571,38969.0,1,1,1,1,12.75,SACHSE,TX,US,2019-04-17,2019-04-17,9:17,9:17,0 days 00:00:00.000000000
28572,38970.0,1,1,1,1,12.75,SEATTLE,WA,US,2019-04-16,2019-04-16,18:09,18:09,0 days 00:00:00.000000000
28573,38971.0,1,1,1,1,12.75,BURBANK,CA,US,2019-04-17,2019-04-17,13:44,13:44,0 days 00:00:00.000000000
28574,38972.0,1,1,1,1,12.75,West Bountiful,UT,US,2019-04-17,2019-04-17,19:39,19:39,0 days 00:00:00.000000000
28575,38974.0,1,1,1,1,12.75,BALTIMORE,MD,US,2019-04-09,2019-04-09,18:43,18:43,0 days 00:00:00.000000000
28576,38976.0,1,1,1,1,12.75,COLUMBIA,SC,US,2019-04-16,2019-04-16,13:28,13:28,0 days 00:00:00.000000000
28577,38977.0,1,1,1,1,12.75,WESTPORT,MA,US,2019-04-17,2019-04-17,18:52,18:52,0 days 00:00:00.000000000
28578,38978.0,1,1,1,1,66.99,CHICAGO,IL,US,2019-04-17,2019-04-17,15:53,15:53,0 days 00:00:00.000000000
28579,38979.0,1,1,1,1,12.75,Glendale,CA,US,2019-04-17,2019-04-17,19:44,19:44,0 days 00:00:00.000000000
28580,38980.0,1,1,1,1,12.75,SIMI VALLEY,CA,US,2019-04-17,2019-04-17,16:21,16:21,0 days 00:00:00.000000000
28581,38981.0,1,1,1,1,66.99,KENT,OH,US,2019-04-17,2019-04-17,6:57,6:57,0 days 00:00:00.000000000
28582,38982.0,1,1,1,1,12.75,HANFORD,CA,US,2019-04-17,2019-04-17,20:26,20:26,0 days 00:00:00.000000000
28583,38983.0,1,1,1,1,12.75,KOLOA,HI,US,2019-04-15,2019-04-15,14:30,14:30,0 days 00:00:00.000000000
28584,38984.0,1,1,1,1,12.75,Janesville,MN,US,2019-04-17,2019-04-17,13:18,13:18,0 days 00:00:00.000000000
28585,38985.0,1,1,1,1,12.75,LOOMIS,CA,US,2019-04-17,2019-04-17,16:12,16:12,0 days 00:00:00.000000000
28586,38986.0,1,1,1,1,12.75,SACRAMENTO,CA,US,2019-04-17,2019-04-17,19:52,19:52,0 days 00:00:00.000000000
28587,38987.0,1,1,1,1,12.75,SPRINGFIELD,VT,US,2019-04-11,2019-04-11,18:10,18:10,0 days 00:00:00.000000000
28588,38988.0,1,1,1,1,12.75,NASHVILLE,TN,US,2019-04-17,2019-04-17,12:42,12:42,0 days 00:00:00.000000000
28589,38989.0,1,1,1,1,13.99,MODESTO,CA,US,2019-04-17,2019-04-17,19:19,19:19,0 days 00:00:00.000000000
28590,38990.0,1,1,1,1,12.75,CHARLOTTE,NC,US,2019-04-17,2019-04-17,20:13,20:13,0 days 00:00:00.000000000
28591,38991.0,1,1,1,1,12.75,COLORADO SPRINGS,CO,US,2019-04-17,2019-04-17,15:38,15:38,0 days 00:00:00.000000000
28592,38992.0,1,1,1,1,12.75,SNOHOMISH,WA,US,2019-04-17,2019-04-17,19:30,19:30,0 days 00:00:00.000000000
28593,38993.0,1,1,1,1,12.75,PORTLAND,OR,US,2019-04-17,2019-04-17,15:54,15:54,0 days 00:00:00.000000000
28594,38994.0,1,1,1,1,12.75,HOUSTON,TX,US,2019-04-17,2019-04-17,13:46,13:46,0 days 00:00:00.000000000
28595,38995.0,1,1,1,1,13.99,HOLLISTER,CA,US,2019-04-17,2019-04-17,19:17,19:17,0 days 00:00:00.000000000
28596,38996.0,1,1,1,1,12.75,ROXBURY,NY,US,2019-04-17,2019-04-17,20:39,20:39,0 days 00:00:00.000000000
28597,38997.0,1,1,1,1,12.75,MILFORD,CT,US,2019-04-17,2019-04-17,19:34,19:34,0 days 00:00:00.000000000
28598,38998.0,1,1,1,1,12.75,Harwich,MA,US,2019-04-17,2019-04-17,18:50,18:50,0 days 00:00:00.000000000
28599,38999.0,1,1,1,1,12.75,KUTZTOWN,PA,US,2019-04-17,2019-04-17,16:55,16:55,0 days 00:00:00.000000000
28600,39000.0,1,1,2,1,25.5,BROOKLYN,NY,US,2019-04-17,2019-04-17,19:19,19:19,0 days 00:00:00.000000000
28601,39001.0,1,1,1,1,12.75,DALLAS,TX,US,2019-04-17,2019-04-17,10:56,10:56,0 days 00:00:00.000000000
28602,39002.0,1,1,1,1,12.75,LONG VALLEY,NJ,US,2019-04-17,2019-04-17,22:32,22:32,0 days 00:00:00.000000000
28603,39003.0,1,1,1,1,12.75,WARREN,MI,US,2019-04-16,2019-04-16,18:26,18:26,0 days 00:00:00.000000000
28604,39004.0,1,1,1,1,33.79,St albans,NY,US,2019-04-17,2019-04-17,12:26,12:26,0 days 00:00:00.000000000
28605,39005.0,1,1,1,1,12.75,WEST PALM BEACH,FL,US,2019-04-18,2019-04-18,4:34,4:34,0 days 00:00:00.000000000
28606,39007.0,1,1,1,1,33.79,BELLINGHAM,WA,US,2019-04-15,2019-04-15,19:34,19:34,0 days 00:00:00.000000000
28607,39008.0,1,1,1,1,12.75,BRIDGEVILLE,PA,US,2019-04-17,2019-04-17,20:04,20:04,0 days 00:00:00.000000000
28608,39009.0,1,1,1,1,13.99,SPOKANE VALLEY,WA,US,2019-04-17,2019-04-17,22:59,22:59,0 days 00:00:00.000000000
28609,39010.0,1,1,1,1,13.99,Clearwater,FL,US,2019-04-18,2019-04-18,4:51,4:51,0 days 00:00:00.000000000
28610,39011.0,1,1,1,1,13.99,LOS ANGELES,CA,US,2019-04-17,2019-04-17,13:14,13:14,0 days 00:00:00.000000000
28611,39012.0,1,1,1,1,13.99,SAINT PETERSBURG,FL,US,2019-04-18,2019-04-18,4:09,4:09,0 days 00:00:00.000000000
28612,39013.0,1,1,1,1,12.75,Belvidere,NJ,US,2019-04-18,2019-04-18,6:48,6:48,0 days 00:00:00.000000000
28613,39014.0,1,1,1,1,12.75,GREAT NECK,NY,US,2019-04-17,2019-04-17,18:52,18:52,0 days 00:00:00.000000000
28614,39015.0,1,1,1,1,12.75,HAGERSTOWN,MD,US,2019-04-17,2019-04-17,20:39,20:39,0 days 00:00:00.000000000
28615,39016.0,1,1,1,1,12.75,DAYTONA BEACH,FL,US,2019-04-14,2019-04-14,11:50,11:50,0 days 00:00:00.000000000
28616,39017.0,1,1,1,1,12.75,ARLINGTON,TX,US,2019-04-17,2019-04-17,15:02,15:02,0 days 00:00:00.000000000
28617,39018.0,1,1,1,1,33.79,OAK PARK,IL,US,2019-04-18,2019-04-18,2:34,2:34,0 days 00:00:00.000000000
28618,39019.0,1,1,1,1,12.75,MANASSAS,VA,US,2019-04-18,2019-04-18,4:54,4:54,0 days 00:00:00.000000000
28619,39021.0,1,1,1,1,12.75,NORTH HOLLYWOOD,CA,US,2019-04-17,2019-04-17,19:14,19:14,0 days 00:00:00.000000000
28620,39022.0,1,1,1,1,12.75,INVER GROVE HEIGHTS,MN,US,2019-04-17,2019-04-17,16:37,16:37,0 days 00:00:00.000000000
28621,39023.0,1,1,1,1,12.75,COLUMBUS,NC,US,2019-04-17,2019-04-17,20:38,20:38,0 days 00:00:00.000000000
28622,39024.0,1,1,1,1,13.99,BELL,CA,US,2019-04-17,2019-04-17,9:30,9:30,0 days 00:00:00.000000000
28623,39025.0,1,1,1,1,12.75,Livonia,MI,US,2019-04-18,2019-04-18,7:00,7:00,0 days 00:00:00.000000000
28624,39026.0,1,1,1,1,13.99,SAINT JOHN,IN,US,2019-04-13,2019-04-13,18:18,18:18,0 days 00:00:00.000000000
28625,39027.0,1,1,1,1,12.75,FLEMINGTON,NJ,US,2019-04-18,2019-04-18,8:57,8:57,0 days 00:00:00.000000000
28626,39028.0,1,1,1,1,12.75,NOVI,MI,US,2019-04-18,2019-04-18,7:33,7:33,0 days 00:00:00.000000000
28627,39029.0,1,1,1,1,13.99,ROCKFORD,IL,US,2019-04-17,2019-04-17,10:05,10:05,0 days 00:00:00.000000000
28628,39030.0,1,1,1,1,12.75,SAN DIEGO,CA,US,2019-04-17,2019-04-17,22:40,22:40,0 days 00:00:00.000000000
28629,39032.0,1,1,1,1,13.99,MANLY,IA,US,2019-04-17,2019-04-17,11:47,11:47,0 days 00:00:00.000000000
