ClientId,# of Orders Placed,# Different products (SKUs) purchased,# of Items Purchased,Max Orders for one SKU,Total Value of all Orders Placed,City,OriginalState,State,Country,Phone,Real Email,Notes,Opt Out,LastPurchaseDate,FirstPurchaseDate
37719,1,1,1,1,13.99,TRACY,CA,CA,US,,,,,2019-04-03 23:18,2019-04-03 23:18
37720,1,1,1,1,13.99,MURPHY,TX,TX,US,,,,,2019-04-03 18:24,2019-04-03 18:24
37721,1,1,1,1,13.99,Los Angeles,CA,CA,US,,,,,2019-04-04 10:41,2019-04-04 10:41
37722,1,1,1,1,13.99,gaithersburg,MD,MD,US,,,,,2019-04-03 15:24,2019-04-03 15:24
37724,1,1,1,1,13.99,OCEAN CITY,MD,MD,US,,,,,2019-04-04 5:37,2019-04-04 5:37
37726,1,1,1,1,14.99,Gabriels,NY,NY,US,,,,,2019-04-03 11:23,2019-04-03 11:23
37727,1,1,1,1,14.99,NORTH MIAMI BEACH,FL,FL,US,,,,,2019-04-02 18:46,2019-04-02 18:46
37728,1,1,1,1,13.99,WILMINGTON,VT,VT,US,,,,,2019-03-30 13:21,2019-03-30 13:21
37729,1,1,1,1,13.99,WOODSIDE,CA,CA,US,,,,,2019-04-03 22:07,2019-04-03 22:07
37730,1,1,1,1,13.99,OAKLAND,CA,CA,US,,,,,2019-04-03 21:06,2019-04-03 21:06
37731,1,1,1,1,13.99,PHILADELPHIA,PA,PA,US,,,,,2019-04-02 13:19,2019-04-02 13:19
37732,1,1,1,1,33.99,PHOENIX,AZ,AZ,US,,,,,2019-04-03 8:46,2019-04-03 8:46
37733,1,1,1,1,13.99,NEW ORLEANS,LA,LA,US,,,,,2019-04-03 19:59,2019-04-03 19:59
37734,1,1,1,1,13.99,PUTNAM VALLEY,NY,NY,US,,,,,2019-04-04 10:04,2019-04-04 10:04
37735,1,1,1,1,13.99,Missoula,MT,MT,US,,,,,2019-04-03 20:23,2019-04-03 20:23
37736,1,1,1,1,33.99,SANTA BARBARA,CA,CA,US,,,,,2019-04-04 7:29,2019-04-04 7:29
37737,1,1,1,1,66.99,SAN JOSE,CA,CA,US,,,,,2019-04-02 18:44,2019-04-02 18:44
37738,1,1,1,1,13.99,SAN FRANCISCO,CA,CA,US,,,,,2019-04-04 9:50,2019-04-04 9:50
37739,1,1,1,1,13.99,ANOKA,MN,MN,US,,,,,2019-04-04 9:53,2019-04-04 9:53
37740,1,1,1,1,13.99,COLUMBIA,MD,MD,US,,,,,2019-04-04 4:57,2019-04-04 4:57
37741,1,1,1,1,13.99,SMYRNA,DELAWARE,DE,US,,,,,2019-04-03 19:52,2019-04-03 19:52
37742,1,1,1,1,13.99,COLLEGE STATION,TX,TX,US,,,,,2019-04-04 13:32,2019-04-04 13:32
37743,1,1,1,1,13.99,TAYLORSVILLE,UTAH,UT,US,,,,,2019-04-03 22:01,2019-04-03 22:01
37744,1,1,1,1,13.99,ANN ARBOR,MI,MI,US,,,,,2019-04-03 17:25,2019-04-03 17:25
37745,1,1,1,1,13.99,SAN RAFAEL,CA,CA,US,,,,,2019-04-04 11:03,2019-04-04 11:03
37746,1,1,1,1,13.99,sugarland,texas,TX,US,,,,,2019-04-04 0:00,2019-04-04 0:00
37747,1,1,1,1,13.99,EDMONDS,WA,WA,US,,,,,2019-04-01 16:15,2019-04-01 16:15
37751,1,1,1,1,13.99,GARDEN GROVE,CA,CA,US,,,,,2019-04-04 12:55,2019-04-04 12:55
37753,1,1,1,1,13.99,SAMMAMISH,WA,WA,US,,,,,2019-04-04 16:33,2019-04-04 16:33
37754,1,1,1,1,13.99,SANTA MONICA,CA,CA,US,,,,,2019-04-04 9:58,2019-04-04 9:58
37755,1,1,1,1,13.99,IRVINE,CA,CA,US,,,,,2019-04-04 20:37,2019-04-04 20:37
37756,1,1,1,1,13.99,KNOXVILLE,TN,TN,US,,,,,2019-04-04 6:17,2019-04-04 6:17
37757,1,1,1,1,13.99,YUCAIPA,CA,CA,US,,,,,2019-04-04 8:07,2019-04-04 8:07
37758,1,1,1,1,13.99,Nashville,Tennessee,TN,US,,,,,2019-04-04 17:24,2019-04-04 17:24
37759,1,1,1,1,12.99,Fenton,MI,MI,US,,,,,2019-03-11 9:31,2019-03-11 9:31
37760,1,1,1,1,13.99,BROOKLYN,NY,NY,US,,,,,2019-04-04 15:16,2019-04-04 15:16
37761,1,1,1,1,14.99,BROOKLYN,NY,NY,US,,,,,2019-04-03 18:29,2019-04-03 18:29
37762,1,1,1,1,13.99,High Falls,NY,NY,US,,,,,2019-04-04 12:41,2019-04-04 12:41
37763,1,1,1,1,13.99,MIDDLETOWN,OH,OH,US,,,,,2019-04-03 16:22,2019-04-03 16:22
37764,1,1,1,1,13.99,Dublin,CA,CA,US,,,,,2019-04-04 19:16,2019-04-04 19:16
37765,1,1,1,1,13.99,PLAINFIELD,INDIANA,IN,US,,,,,2019-04-04 20:06,2019-04-04 20:06
37766,1,1,1,1,33.99,MIAMI,FL,FL,US,,,,,2019-04-04 16:16,2019-04-04 16:16
37767,1,1,1,1,13.99,COLORADO SPRINGS,CO,CO,US,,,,,2019-04-04 19:29,2019-04-04 19:29
37768,1,1,1,1,33.99,PLEASANTON,CALIFORNIA,CA,US,,,,,2019-04-04 18:55,2019-04-04 18:55
37769,1,1,1,1,13.99,SKOKIE,IL,IL,US,,,,,2019-04-04 19:29,2019-04-04 19:29
37770,1,1,1,1,12.75,SALT LAKE CITY,UT,UT,US,,,,,2019-04-04 21:41,2019-04-04 21:41
37771,1,1,1,1,13.99,MADERA,CA,CA,US,,,,,2019-04-04 18:42,2019-04-04 18:42
37772,1,1,1,1,13.99,SAN FRANCISCO,CA,CA,US,,,,,2019-04-04 20:45,2019-04-04 20:45
37773,2,1,2,2,26.74,Van Nuys,CA,CA,US,,,,,2019-04-13 18:30,2019-04-02 0:10
37774,1,1,1,1,13.99,WESTLAKE VILLAGE,CA,CA,US,,,,,2019-04-04 17:36,2019-04-04 17:36
37775,1,1,1,1,14.99,EL MONTE,CA,CA,US,,,,,2019-04-03 20:42,2019-04-03 20:42
37776,1,1,1,1,13.99,rives junction,mi,MI,US,,,,,2019-04-04 16:19,2019-04-04 16:19
37778,1,1,1,1,13.99,WOODSTOCK,GA,GA,US,,,,,2019-04-04 13:56,2019-04-04 13:56
37779,1,1,1,1,66.99,NEW CASTLE,DE,DE,US,,,,,2019-04-01 3:13,2019-04-01 3:13
37781,1,1,1,1,13.99,DURHAM,NC,NC,US,,,,,2019-04-03 12:47,2019-04-03 12:47
37782,1,1,1,1,13.99,PHOENIX,AZ,AZ,US,,,,,2019-04-04 20:50,2019-04-04 20:50
37783,1,1,1,1,12.75,SPOKANE VALLEY,WA,WA,US,,,,,2019-04-05 6:27,2019-04-05 6:27
37784,1,1,1,1,33.99,YPSILANTI,MI,MI,US,,,,,2019-04-04 16:42,2019-04-04 16:42
37785,1,1,1,1,13.99,MINNEAPOLIS,MN,MN,US,,,,,2019-04-04 1:57,2019-04-04 1:57
37786,1,1,1,1,13.99,SIOUX CITY,IA,IA,US,,,,,2019-04-04 19:12,2019-04-04 19:12
37787,1,1,1,1,13.99,PEARLAND,TX,TX,US,,,,,2019-04-02 19:36,2019-04-02 19:36
37788,1,1,1,1,12.75,WESTBURY,NY,NY,US,,,,,2019-04-04 23:16,2019-04-04 23:16
37790,1,1,1,1,12.75,HENRIETTA,NY,NY,US,,,,,2019-04-05 3:52,2019-04-05 3:52
37791,1,1,1,1,12.75,SPRINGFIELD,OH,OH,US,,,,,2019-04-05 5:18,2019-04-05 5:18
37792,1,1,1,1,13.99,OVERLAND PARK,KS,KS,US,,,,,2019-04-04 16:30,2019-04-04 16:30
37793,1,1,1,1,13.99,DRAKESBORO,KY,KY,US,,,,,2019-03-25 8:45,2019-03-25 8:45
37794,2,1,2,2,25.74,Las vegas,NV,NV,US,,,,,2019-07-15 16:42,2019-04-04 15:49
37795,1,1,1,1,13.99,CAPTAIN COOK,HI,HI,US,,,,,2019-04-01 12:04,2019-04-01 12:04
37796,1,1,1,1,13.99,New York,NEW YORK,NY,US,,,,,2019-04-04 20:22,2019-04-04 20:22
37797,1,1,1,1,33.99,Elmhurst,IL,IL,US,,,,,2019-04-04 13:09,2019-04-04 13:09
37799,1,1,1,1,13.99,Fredericksburg,VA,VA,US,,,,,2019-04-04 5:41,2019-04-04 5:41
37800,1,1,1,1,12.75,REDONDO BEACH,CA,CA,US,,,,,2019-04-04 22:37,2019-04-04 22:37
37801,1,1,1,1,14.99,BROOKLYN,NY,NY,US,,,,,2019-04-04 3:15,2019-04-04 3:15
37802,1,1,1,1,13.99,AIKEN,SC,SC,US,,,,,2019-04-04 3:36,2019-04-04 3:36
37804,1,1,1,1,12.75,STARKSBORO,VT,VT,US,,,,,2019-04-05 10:13,2019-04-05 10:13
37805,1,1,1,1,12.75,EPHRATA,PA,PA,US,,,,,2019-04-05 8:31,2019-04-05 8:31
37806,1,1,1,1,13.99,FORT MYERS,FL,FL,US,,,,,2019-04-04 17:02,2019-04-04 17:02
37807,1,1,1,1,13.99,Vernon,VT,VT,US,,,,,2019-04-04 12:17,2019-04-04 12:17
37808,1,1,1,1,12.75,BOULDER,CO,CO,US,,,,,2019-04-05 1:22,2019-04-05 1:22
37809,1,1,1,1,13.99,WEEHAWKEN,NJ,NJ,US,,,,,2019-04-04 17:12,2019-04-04 17:12
37810,1,1,1,1,12.75,TOLEDO,OH,OH,US,,,,,2019-04-05 9:22,2019-04-05 9:22
37811,1,1,1,1,12.75,TUSTIN,CA,CA,US,,,,,2019-04-04 22:21,2019-04-04 22:21
37812,1,1,1,1,13.99,DEDHAM,MA,MA,US,,,,,2019-04-03 18:40,2019-04-03 18:40
37813,1,1,1,1,13.99,CHESTNUT HILL,MASSACHUSETTS,MA,US,,,,,2019-04-04 18:48,2019-04-04 18:48
37815,1,1,1,1,13.99,BOSTON,MA,MA,US,,,,,2019-04-04 21:05,2019-04-04 21:05
37816,1,1,1,1,13.99,GRIDLEY,CA,CA,US,,,,,2019-04-04 13:40,2019-04-04 13:40
37817,1,1,1,1,12.75,BELLEVILLE,MI,MI,US,,,,,2019-04-05 9:03,2019-04-05 9:03
37818,1,1,1,1,13.99,ATASCADERO,CA,CA,US,,,,,2019-04-04 16:57,2019-04-04 16:57
37819,1,1,1,1,12.75,WESTLAND,MI,MI,US,,,,,2019-04-05 9:31,2019-04-05 9:31
37820,1,1,1,1,12.75,Cincinnati,OH,OH,US,,,,,2019-04-05 7:46,2019-04-05 7:46
37821,1,1,1,1,12.75,SAN DIEGO,CA,CA,US,,,,,2019-04-05 10:31,2019-04-05 10:31
37822,1,1,1,1,13.99,BROOKLYN,NY,NY,US,,,,,2019-04-01 19:00,2019-04-01 19:00
37823,1,1,1,1,12.75,NAPA,CA,CA,US,,,,,2019-04-05 10:06,2019-04-05 10:06
37824,1,1,1,1,12.75,Laguna Hills,California,CA,US,,,,,2019-04-05 11:06,2019-04-05 11:06
37825,1,1,1,1,12.75,CASTRO VALLEY,CA,CA,US,,,,,2019-04-05 4:26,2019-04-05 4:26
37826,1,1,1,1,12.75,PALMDALE,CA,CA,US,,,,,2019-04-05 12:37,2019-04-05 12:37
37827,1,1,1,1,12.75,SANTA ANA,CA,CA,US,,,,,2019-04-05 13:10,2019-04-05 13:10
37828,1,1,1,1,12.75,Morganville,NJ,NJ,US,,,,,2019-04-05 11:35,2019-04-05 11:35
37829,2,2,2,1,25.74,Austin,TX,TX,US,,,,,2019-08-09 11:47,2019-04-05 12:39
37830,1,1,1,1,12.75,SAN DIEGO,CA,CA,US,,,,,2019-04-05 15:02,2019-04-05 15:02
37831,1,1,1,1,12.75,KENMORE,WA,WA,US,,,,,2019-04-05 16:57,2019-04-05 16:57
37832,1,1,1,1,12.75,HICKSVILLE,NY,NY,US,,,,,2019-04-05 10:32,2019-04-05 10:32
37833,1,1,1,1,12.75,GIG HARBOR,WA,WA,US,,,,,2019-04-04 22:35,2019-04-04 22:35
37834,1,1,1,1,12.75,SUGAR LAND,TX,TX,US,,,,,2019-04-05 15:12,2019-04-05 15:12
37835,1,1,1,1,12.75,CHINO VALLEY,AZ,AZ,US,,,,,2019-04-05 12:45,2019-04-05 12:45
37836,1,1,1,1,12.75,FULTON,MD,MD,US,,,,,2019-04-05 4:28,2019-04-05 4:28
37837,1,1,2,1,25.5,Santa Rosa,CA,CA,US,,,,,2019-04-04 23:06,2019-04-04 23:06
37838,1,1,1,1,33.79,GRANADA HILLS,CA,CA,US,,,,,2019-04-04 22:56,2019-04-04 22:56
37839,1,1,1,1,12.75,KENDALL PARK,NJ,NJ,US,,,,,2019-04-05 2:02,2019-04-05 2:02
37840,1,1,1,1,33.79,Perkasie,PA,PA,US,,,,,2019-04-05 12:35,2019-04-05 12:35
37841,1,1,1,1,12.75,REDDING,CA,CA,US,,,,,2019-04-05 17:03,2019-04-05 17:03
37842,1,1,1,1,14.99,SAN JOSE,CA,CA,US,,,,,2019-03-28 20:18,2019-03-28 20:18
37843,1,1,1,1,13.99,MONTGOMERY VILLAGE,MD,MD,US,,,,,2019-04-04 20:46,2019-04-04 20:46
37844,1,1,1,1,12.75,WOODSIDE,NY,NY,US,,,,,2019-04-05 13:35,2019-04-05 13:35
37845,1,1,1,1,13.99,PATTERSON,CA,CA,US,,,,,2019-04-03 23:02,2019-04-03 23:02
37846,1,1,1,1,13.99,Los Angeles,California,CA,US,,,,,2019-04-02 12:02,2019-04-02 12:02
37847,1,1,1,1,14.99,OAKLAND GARDENS,NY,NY,US,,,,,2019-04-03 13:45,2019-04-03 13:45
37849,1,1,1,1,12.75,SACRAMENTO,CA,CA,US,,,,,2019-04-05 10:56,2019-04-05 10:56
37851,1,1,1,1,12.75,EAST RUTHERFORD,NJ,NJ,US,,,,,2019-04-05 12:47,2019-04-05 12:47
37852,1,1,1,1,14.99,DUBLIN,OH,OH,US,,,,,2019-04-04 6:36,2019-04-04 6:36
37853,1,1,1,1,13.99,SANTA BARBARA,CA,CA,US,,,,,2019-04-03 20:21,2019-04-03 20:21
37855,1,1,1,1,13.99,FORT WAYNE,IN,IN,US,,,,,2019-03-31 20:02,2019-03-31 20:02
37856,1,1,1,1,13.99,SAN MARINO,CA,CA,US,,,,,2019-04-04 14:10,2019-04-04 14:10
37857,1,1,1,1,12.75,Hyattsville,MD,MD,US,,,,,2019-04-05 12:49,2019-04-05 12:49
37858,1,1,1,1,12.75,East Palestine,Ohio,OH,US,,,,,2019-04-05 15:31,2019-04-05 15:31
37859,1,1,1,1,12.75,SAN DIEGO,CA,CA,US,,,,,2019-04-05 18:49,2019-04-05 18:49
37860,1,1,1,1,12.75,SANDY,UTAH,UT,US,,,,,2019-04-05 19:57,2019-04-05 19:57
37861,1,1,1,1,12.75,DELAWARE,OH,OH,US,,,,,2019-04-05 20:55,2019-04-05 20:55
37863,1,1,1,1,12.75,WALDORF,MD,MD,US,,,,,2019-04-05 16:06,2019-04-05 16:06
37864,1,1,1,1,12.75,SPRING LAKE,NC,NC,US,,,,,2019-04-05 19:19,2019-04-05 19:19
37865,1,1,1,1,12.75,BENNINGTON,VERMONT,VT,US,,,,,2019-04-05 18:04,2019-04-05 18:04
37866,1,1,1,1,12.75,SATELLITE BEACH,FL,FL,US,,,,,2019-04-05 14:22,2019-04-05 14:22
37867,1,1,1,1,12.75,EDGEWOOD,WA,WA,US,,,,,2019-04-05 18:54,2019-04-05 18:54
37868,1,1,1,1,66.99,RENTON,WA,WA,US,,,,,2019-04-04 20:48,2019-04-04 20:48
37869,1,1,1,1,12.75,MASON CITY,IA,IA,US,,,,,2019-04-05 12:32,2019-04-05 12:32
37870,1,1,1,1,13.99,APO,AP,AP,US,,,,,2019-04-04 5:15,2019-04-04 5:15
37871,1,1,1,1,12.75,FORT COLLINS,CO,CO,US,,,,,2019-04-05 20:56,2019-04-05 20:56
37872,1,1,1,1,13.99,WAIPAHU,HI,HI,US,,,,,2019-04-03 21:42,2019-04-03 21:42
37873,1,1,1,1,33.79,OLEAN,NY,NY,US,,,,,2019-04-05 8:53,2019-04-05 8:53
37874,1,1,1,1,12.75,WALLKILL,NY,NY,US,,,,,2019-04-05 13:17,2019-04-05 13:17
37875,1,1,1,1,13.99,SPARTANBURG,SC,SC,US,,,,,2019-04-04 12:04,2019-04-04 12:04
37876,1,1,1,1,12.75,WESTLAND,MI,MI,US,,,,,2019-04-06 1:40,2019-04-06 1:40
37877,1,1,1,1,12.75,New York,New York,NY,US,,,,,2019-04-05 21:30,2019-04-05 21:30
37878,1,1,1,1,12.75,Waterford,MI,MI,US,,,,,2019-04-05 15:04,2019-04-05 15:04
37879,1,1,1,1,12.75,ATLANTA,GA,GA,US,,,,,2019-04-06 6:10,2019-04-06 6:10
37880,1,1,1,1,12.75,PARRISH,FL,FL,US,,,,,2019-04-05 17:34,2019-04-05 17:34
37881,1,1,1,1,12.75,WHEELING,IL,IL,US,,,,,2019-04-05 9:12,2019-04-05 9:12
37882,1,1,1,1,13.99,Martinsburg,WV,WV,US,,,,,2019-04-04 9:19,2019-04-04 9:19
37883,1,1,1,1,12.75,CENTRE HALL,PA,PA,US,,,,,2019-04-05 13:33,2019-04-05 13:33
37884,1,1,1,1,12.75,Bayside,NY,NY,US,,,,,2019-04-05 14:05,2019-04-05 14:05
37885,1,1,1,1,13.99,Ozone Park,NY,NY,US,,,,,2019-04-05 11:18,2019-04-05 11:18
37886,1,1,1,1,12.75,SHOREVIEW,MN,MN,US,,,,,2019-04-05 18:18,2019-04-05 18:18
37888,1,1,1,1,66.99,COSTA MESA,CA,CA,US,,,,,2019-04-05 14:25,2019-04-05 14:25
37889,1,1,1,1,14.99,NEW ORLEANS,LA,LA,US,,,,,2019-04-04 20:16,2019-04-04 20:16
37890,1,1,1,1,12.75,CAMP HILL,PA,PA,US,,,,,2019-04-06 8:22,2019-04-06 8:22
37891,1,1,1,1,13.99,BOZRAH,CT,CT,US,,,,,2019-04-05 10:14,2019-04-05 10:14
37892,1,1,1,1,12.75,FORT COLLINS,CO,CO,US,,,,,2019-04-06 7:32,2019-04-06 7:32
37893,1,1,1,1,12.75,SACRAMENTO,CA,CA,US,,,,,2019-04-05 21:19,2019-04-05 21:19
37894,1,1,1,1,12.75,MIAMI,FL,FL,US,,,,,2019-04-05 19:18,2019-04-05 19:18
37895,1,1,1,1,12.75,BATH,SD,SD,US,,,,,2019-04-05 14:45,2019-04-05 14:45
37896,1,1,1,1,12.75,Winchester,MA,MA,US,,,,,2019-04-06 9:44,2019-04-06 9:44
37897,1,1,1,1,12.75,Boston,MA,MA,US,,,,,2019-04-05 21:34,2019-04-05 21:34
37898,1,1,1,1,12.75,HILLSBORO,OR,OR,US,,,,,2019-04-06 9:25,2019-04-06 9:25
37899,1,1,1,1,12.75,ROSELLE,IL,IL,US,,,,,2019-04-05 18:20,2019-04-05 18:20
37900,1,1,1,1,12.75,LENEXA,KS,KS,US,,,,,2019-04-05 19:05,2019-04-05 19:05
37901,1,1,1,1,12.75,Cincinnati,Ohio,OH,US,,,,,2019-04-06 8:13,2019-04-06 8:13
37902,1,1,1,1,12.75,ELMONT,NY,NY,US,,,,,2019-04-05 18:12,2019-04-05 18:12
37903,1,1,1,1,13.99,ORLANDO,FL,FL,US,,,,,2019-04-06 12:47,2019-04-06 12:47
37904,1,1,1,1,13.99,JACKSONVILLE,FL,FL,US,,,,,2019-04-05 20:19,2019-04-05 20:19
37905,1,1,1,1,12.75,AUBURN,WA,WA,US,,,,,2019-04-06 13:47,2019-04-06 13:47
37906,1,1,1,1,12.75,PARMA,OHIO,OH,US,,,,,2019-04-06 10:02,2019-04-06 10:02
37907,1,1,1,1,12.75,MIAMI,FL,FL,US,,,,,2019-04-06 13:21,2019-04-06 13:21
37909,1,1,1,1,12.75,MAYWOOD,NJ,NJ,US,,,,,2019-04-05 6:17,2019-04-05 6:17
37912,1,1,1,1,12.75,CHICAGO,IL,IL,US,,,,,2019-04-06 11:29,2019-04-06 11:29
37913,1,1,1,1,13.99,LYNNWOOD,WA,WA,US,,,,,2019-03-30 21:03,2019-03-30 21:03
37916,1,1,1,1,12.75,Chantilly,VA,VA,US,,,,,2019-04-06 15:16,2019-04-06 15:16
37917,1,1,1,1,13.99,TUCSON,AZ,AZ,US,,,,,2019-04-06 13:56,2019-04-06 13:56
37918,1,1,1,1,12.75,RICHFIELD,MN,MN,US,,,,,2019-04-06 13:21,2019-04-06 13:21
37919,1,1,1,1,12.75,PORTLAND,OR,OR,US,,,,,2019-04-06 13:04,2019-04-06 13:04
37921,1,1,1,1,12.75,SAN RAMON,CA,CA,US,,,,,2019-04-06 17:55,2019-04-06 17:55
37922,1,1,1,1,12.75,FULTON,MD,MD,US,,,,,2019-04-06 5:05,2019-04-06 5:05
37923,1,1,1,1,12.75,Elgin,Sc,SC,US,,,,,2019-04-06 8:57,2019-04-06 8:57
37924,1,1,1,1,12.75,ROSENBERG,TX,TX,US,,,,,2019-04-06 9:57,2019-04-06 9:57
37925,1,1,1,1,12.75,MONTVILLE,NJ,NJ,US,,,,,2019-04-06 8:00,2019-04-06 8:00
37926,1,1,1,1,12.75,Oakley,CA,CA,US,,,,,2019-04-06 18:58,2019-04-06 18:58
37927,1,1,1,1,13.99,CUMBERLAND,RI,RI,US,,,,,2019-04-06 12:56,2019-04-06 12:56
37928,1,1,1,1,12.75,MARTHASVILLE,MO,MO,US,,,,,2019-04-06 17:03,2019-04-06 17:03
37929,1,1,1,1,66.99,CENTER POINT,IA,IA,US,,,,,2019-04-06 15:24,2019-04-06 15:24
37930,1,1,1,1,33.79,LINCOLNTON,NC,NC,US,,,,,2019-04-05 23:55,2019-04-05 23:55
37931,1,1,1,1,12.75,BROOKLYN,NY,NY,US,,,,,2019-04-06 15:06,2019-04-06 15:06
37932,1,1,1,1,12.75,NEW YORK,NY,NY,US,,,,,2019-04-06 15:55,2019-04-06 15:55
37933,1,1,1,1,12.75,NEW YORK,NY,NY,US,,,,,2019-04-06 13:33,2019-04-06 13:33
37934,1,1,1,1,12.75,NEW YORK,NY,NY,US,,,,,2019-04-06 15:32,2019-04-06 15:32
37935,1,1,1,1,12.75,OLATHE,KS,KS,US,,,,,2019-04-06 17:30,2019-04-06 17:30
37936,1,1,1,1,12.75,Pearland,TX,TX,US,,,,,2019-04-06 16:28,2019-04-06 16:28
37937,1,1,1,1,13.99,GAYLORD,MI,MI,US,,,,,2019-04-06 15:24,2019-04-06 15:24
37938,1,1,1,1,13.99,NORWICH,CT,CT,US,,,,,2019-04-04 16:12,2019-04-04 16:12
37939,1,1,1,1,13.99,NORTH MYRTLE BEACH,SC,SC,US,,,,,2019-04-06 12:10,2019-04-06 12:10
37940,1,1,1,1,13.99,ATLANTA,GA,GA,US,,,,,2019-04-06 8:33,2019-04-06 8:33
37941,1,1,1,1,12.75,Kingsport,Tennessee,TN,US,,,,,2019-04-06 19:05,2019-04-06 19:05
37942,1,1,1,1,12.75,CANOGA PARK,CA,CA,US,,,,,2019-04-05 12:22,2019-04-05 12:22
37943,1,1,1,1,12.75,SAN JOSE,CA,CA,US,,,,,2019-04-06 14:01,2019-04-06 14:01
37944,1,1,1,1,12.75,SAN JOSE,CA,CA,US,,,,,2019-04-06 2:11,2019-04-06 2:11
37946,1,1,1,1,13.99,SEATTLE,WA,WA,US,,,,,2019-04-06 18:14,2019-04-06 18:14
37947,1,1,1,1,12.75,MILLERSVILLE,MD,MD,US,,,,,2019-04-06 17:18,2019-04-06 17:18
37948,1,1,1,1,33.79,BROOKLYN,NY,NY,US,,,,,2019-04-05 13:34,2019-04-05 13:34
37949,1,1,1,1,13.99,GREENVILLE,NC,NC,US,,,,,2019-04-02 6:23,2019-04-02 6:23
37950,1,1,1,1,13.99,ERIE,PA,PA,US,,,,,2019-04-06 7:56,2019-04-06 7:56
37952,1,1,1,1,12.75,MIAMI,FL,FL,US,,,,,2019-04-06 17:52,2019-04-06 17:52
37953,1,1,1,1,12.75,SAN DIEGO,CA,CA,US,,,,,2019-04-06 20:58,2019-04-06 20:58
37954,1,1,1,1,13.99,PHOENIX,AZ,AZ,US,,,,,2019-04-06 15:49,2019-04-06 15:49
37955,1,1,1,1,12.75,BOSTON,MA,MA,US,,,,,2019-04-05 11:11,2019-04-05 11:11
37956,1,1,1,1,12.75,EWA BEACH,HI,HI,US,,,,,2019-04-06 17:20,2019-04-06 17:20
37958,1,1,1,1,12.75,LOS ANGELES,CA,CA,US,,,,,2019-04-06 23:58,2019-04-06 23:58
37959,1,1,1,1,12.75,fairlawn,new jersey,NJ,US,,,,,2019-04-05 19:33,2019-04-05 19:33
37960,1,1,1,1,12.75,ANTIOCH,TN,TN,US,,,,,2019-04-06 19:07,2019-04-06 19:07
37961,1,1,1,1,13.99,NORTH ROYALTON,OH,OH,US,,,,,2019-04-06 12:08,2019-04-06 12:08
37962,1,1,1,1,13.99,MISSION,TEXAS,TX,US,,,,,2019-04-02 21:49,2019-04-02 21:49
37963,1,1,1,1,12.75,ARLINGTON,VA,VA,US,,,,,2019-04-06 23:47,2019-04-06 23:47
37964,1,1,1,1,12.75,NORTH MIAMI,FL,FL,US,,,,,2019-04-06 14:16,2019-04-06 14:16
37965,1,1,1,1,13.99,GREENVILLE,SC,SC,US,,,,,2019-04-04 19:27,2019-04-04 19:27
37966,1,1,1,1,12.75,CHICAGO,IL,IL,US,,,,,2019-04-06 20:21,2019-04-06 20:21
37967,1,1,1,1,13.99,BEL AIR,MD,MD,US,,,,,2019-04-04 11:00,2019-04-04 11:00
37968,1,1,1,1,12.75,Webster,NY,NY,US,,,,,2019-04-06 13:42,2019-04-06 13:42
37969,1,1,1,1,33.79,SANFORD,FL,FL,US,,,,,2019-04-07 8:41,2019-04-07 8:41
37970,1,1,1,1,13.99,ADDISLEIGH PARK,NY,NY,US,,,,,2019-04-06 9:28,2019-04-06 9:28
37971,2,1,2,2,25.74,Mililani,Hawaii,HI,US,,,,,2019-05-26 14:00,2019-03-27 20:50
37974,1,1,1,1,12.75,SAINT CHARLES,MISSOURI,MO,US,,,,,2019-04-06 12:45,2019-04-06 12:45
37976,1,1,1,1,13.99,NEW BRUNSWICK,NJ,NJ,US,,,,,2019-04-07 6:51,2019-04-07 6:51
37977,1,1,1,1,12.75,Old Greenwich,CT,CT,US,,,,,2019-04-07 8:22,2019-04-07 8:22
37978,1,1,1,1,33.79,SPRINGFIELD,VA,VA,US,,,,,2019-04-06 10:02,2019-04-06 10:02
37979,1,1,2,1,25.5,CHANDLER,AZ,AZ,US,,,,,2019-04-07 7:01,2019-04-07 7:01
37980,1,1,1,1,12.75,CENTENNIAL,CO,CO,US,,,,,2019-04-05 9:03,2019-04-05 9:03
37981,1,1,1,1,12.75,MIAMI,FL,FL,US,,,,,2019-04-06 13:40,2019-04-06 13:40
37982,1,1,1,1,13.99,HIALEAH,FL,FL,US,,,,,2019-04-06 11:00,2019-04-06 11:00
37983,1,1,1,1,12.75,Coral Gables,florida,FL,US,,,,,2019-04-07 9:50,2019-04-07 9:50
37984,1,1,2,1,29.98,MIAMI,FL,FL,US,,,,,2019-04-04 19:28,2019-04-04 19:28
37985,1,1,1,1,12.75,BREMERTON,WA,WA,US,,,,,2019-04-07 13:11,2019-04-07 13:11
37986,1,1,1,1,12.75,JAMAICA,NEW YORK,NY,US,,,,,2019-04-06 16:16,2019-04-06 16:16
37987,1,1,1,1,13.99,ATTAPULGUS,GA,GA,US,,,,,2019-04-07 9:07,2019-04-07 9:07
37988,1,1,1,1,12.75,MANITOWOC,WI,WI,US,,,,,2019-04-06 22:12,2019-04-06 22:12
37990,1,1,1,1,12.75,DE PERE,WI,WI,US,,,,,2019-04-07 11:42,2019-04-07 11:42
37991,1,1,1,1,13.99,Pineview,Georgia,GA,US,,,,,2019-04-07 7:47,2019-04-07 7:47
